station,valid,drct,sknt,sped
MYR,2024-10-15 07:56,350.00,7.00,8.05
MYR,2024-10-15 08:56,350.00,9.00,10.35
MYR,2024-10-15 09:56,10.00,10.00,11.50
MYR,2024-10-15 10:56,340.00,9.00,10.35
MYR,2024-10-15 11:56,20.00,6.00,6.90
MYR,2024-10-15 12:56,null,3.00,3.45
MYR,2024-10-15 13:56,null,3.00,3.45
MYR,2024-10-15 14:56,110.00,5.00,5.75
MYR,2024-10-15 15:56,null,3.00,3.45
MYR,2024-10-15 16:56,320.00,9.00,10.35
MYR,2024-10-15 17:56,320.00,4.00,4.60
MYR,2024-10-15 18:56,340.00,7.00,8.05
MYR,2024-10-15 19:56,320.00,4.00,4.60
MYR,2024-10-15 20:56,340.00,4.00,4.60
MYR,2024-10-15 21:56,0.00,0.00,0.00
MYR,2024-10-15 22:56,10.00,3.00,3.45
MYR,2024-10-15 23:56,360.00,5.00,5.75
MYR,2024-10-16 00:56,360.00,4.00,4.60
MYR,2024-10-16 01:56,340.00,5.00,5.75
MYR,2024-10-16 02:56,350.00,12.00,13.80
MYR,2024-10-16 03:56,350.00,10.00,11.50
MYR,2024-10-16 04:56,340.00,9.00,10.35
MYR,2024-10-16 05:56,350.00,11.00,12.65
MYR,2024-10-16 06:56,340.00,13.00,14.95
MYR,2024-10-16 07:56,340.00,14.00,16.10
MYR,2024-10-16 08:56,340.00,13.00,14.95
MYR,2024-10-16 09:56,340.00,14.00,16.10
MYR,2024-10-16 10:56,330.00,14.00,16.10
MYR,2024-10-16 11:56,350.00,14.00,16.10
MYR,2024-10-16 12:56,340.00,14.00,16.10
MYR,2024-10-16 13:56,350.00,15.00,17.25
MYR,2024-10-16 14:56,350.00,13.00,14.95
MYR,2024-10-16 15:56,330.00,16.00,18.40
MYR,2024-10-16 16:56,330.00,18.00,20.70
MYR,2024-10-16 17:56,340.00,10.00,11.50
MYR,2024-10-16 18:56,330.00,13.00,14.95
MYR,2024-10-16 19:56,330.00,7.00,8.05
MYR,2024-10-16 20:56,330.00,6.00,6.90
MYR,2024-10-16 21:56,320.00,8.00,9.20
MYR,2024-10-16 22:56,330.00,7.00,8.05
MYR,2024-10-16 23:56,340.00,7.00,8.05
MYR,2024-10-17 00:56,330.00,9.00,10.35
MYR,2024-10-17 01:56,340.00,9.00,10.35
MYR,2024-10-17 02:56,330.00,9.00,10.35
MYR,2024-10-17 03:56,330.00,9.00,10.35
MYR,2024-10-17 04:56,330.00,9.00,10.35
MYR,2024-10-17 05:56,330.00,9.00,10.35
MYR,2024-10-17 06:56,340.00,9.00,10.35
MYR,2024-10-17 07:56,340.00,9.00,10.35
MYR,2024-10-17 08:56,360.00,11.00,12.65
MYR,2024-10-17 09:56,10.00,13.00,14.95
MYR,2024-10-17 10:56,350.00,7.00,8.05
MYR,2024-10-17 11:56,350.00,11.00,12.65
MYR,2024-10-17 12:56,320.00,15.00,17.25
MYR,2024-10-17 13:56,340.00,15.00,17.25
MYR,2024-10-17 14:56,350.00,15.00,17.25
MYR,2024-10-17 15:56,350.00,10.00,11.50
MYR,2024-10-17 16:56,340.00,15.00,17.25
MYR,2024-10-17 17:56,360.00,11.00,12.65
MYR,2024-10-17 18:56,360.00,8.00,9.20
MYR,2024-10-17 19:56,0.00,0.00,0.00
MYR,2024-10-17 20:56,0.00,0.00,0.00
MYR,2024-10-17 21:56,0.00,0.00,0.00
MYR,2024-10-17 22:56,0.00,0.00,0.00
MYR,2024-10-17 23:56,320.00,3.00,3.45
MYR,2024-10-18 00:56,340.00,4.00,4.60
MYR,2024-10-18 01:56,330.00,3.00,3.45
MYR,2024-10-18 02:56,350.00,4.00,4.60
MYR,2024-10-18 03:56,330.00,5.00,5.75
MYR,2024-10-18 04:56,330.00,4.00,4.60
MYR,2024-10-18 05:56,340.00,5.00,5.75
MYR,2024-10-18 06:56,350.00,6.00,6.90
MYR,2024-10-18 07:56,330.00,6.00,6.90
MYR,2024-10-18 08:56,350.00,6.00,6.90
MYR,2024-10-18 09:56,350.00,8.00,9.20
MYR,2024-10-18 10:56,360.00,9.00,10.35
MYR,2024-10-18 11:56,20.00,9.00,10.35
MYR,2024-10-18 12:56,20.00,8.00,9.20
MYR,2024-10-18 13:56,360.00,9.00,10.35
MYR,2024-10-18 14:56,10.00,10.00,11.50
MYR,2024-10-18 15:56,330.00,6.00,6.90
MYR,2024-10-18 16:56,360.00,8.00,9.20
MYR,2024-10-18 17:56,10.00,9.00,10.35
MYR,2024-10-18 18:56,20.00,3.00,3.45
MYR,2024-10-18 19:56,20.00,3.00,3.45
MYR,2024-10-18 20:56,360.00,3.00,3.45
MYR,2024-10-18 21:56,330.00,4.00,4.60
MYR,2024-10-18 22:56,340.00,4.00,4.60
MYR,2024-10-18 23:56,10.00,5.00,5.75
MYR,2024-10-19 00:56,20.00,6.00,6.90
MYR,2024-10-19 01:56,360.00,4.00,4.60
MYR,2024-10-19 02:56,10.00,5.00,5.75
MYR,2024-10-19 03:56,10.00,6.00,6.90
MYR,2024-10-19 04:56,20.00,7.00,8.05
MYR,2024-10-19 05:56,20.00,8.00,9.20
MYR,2024-10-19 06:56,20.00,9.00,10.35
MYR,2024-10-19 07:56,20.00,8.00,9.20
MYR,2024-10-19 08:56,10.00,8.00,9.20
MYR,2024-10-19 09:56,10.00,9.00,10.35
MYR,2024-10-19 10:56,10.00,12.00,13.80
MYR,2024-10-19 11:56,30.00,8.00,9.20
MYR,2024-10-19 12:56,20.00,8.00,9.20
MYR,2024-10-19 13:56,null,6.00,6.90
MYR,2024-10-19 14:56,360.00,10.00,11.50
MYR,2024-10-19 15:56,360.00,8.00,9.20
MYR,2024-10-19 16:56,350.00,10.00,11.50
MYR,2024-10-19 17:56,360.00,8.00,9.20
MYR,2024-10-19 18:56,10.00,4.00,4.60
MYR,2024-10-19 19:56,10.00,4.00,4.60
MYR,2024-10-19 20:56,330.00,7.00,8.05
MYR,2024-10-19 21:56,10.00,5.00,5.75
MYR,2024-10-19 22:56,10.00,7.00,8.05
MYR,2024-10-19 23:56,20.00,6.00,6.90
MYR,2024-10-20 00:56,20.00,6.00,6.90
MYR,2024-10-20 01:56,20.00,6.00,6.90
MYR,2024-10-20 02:56,10.00,6.00,6.90
MYR,2024-10-20 03:56,360.00,6.00,6.90
MYR,2024-10-20 04:56,340.00,5.00,5.75
MYR,2024-10-20 05:56,350.00,5.00,5.75
MYR,2024-10-20 06:56,360.00,6.00,6.90
MYR,2024-10-20 07:56,10.00,7.00,8.05
MYR,2024-10-20 08:56,10.00,9.00,10.35
MYR,2024-10-20 09:56,20.00,8.00,9.20
MYR,2024-10-20 10:56,20.00,9.00,10.35
MYR,2024-10-20 11:56,360.00,10.00,11.50
MYR,2024-10-20 12:56,10.00,11.00,12.65
MYR,2024-10-20 13:56,10.00,10.00,11.50
MYR,2024-10-20 14:56,360.00,11.00,12.65
MYR,2024-10-20 15:56,10.00,8.00,9.20
MYR,2024-10-20 16:56,360.00,9.00,10.35
MYR,2024-10-20 17:56,360.00,8.00,9.20
MYR,2024-10-20 18:56,0.00,0.00,0.00
MYR,2024-10-20 19:56,350.00,3.00,3.45
MYR,2024-10-20 20:56,340.00,5.00,5.75
MYR,2024-10-20 21:56,10.00,6.00,6.90
MYR,2024-10-20 22:56,20.00,4.00,4.60
MYR,2024-10-20 23:56,10.00,6.00,6.90
MYR,2024-10-21 00:56,20.00,6.00,6.90
MYR,2024-10-21 01:56,10.00,5.00,5.75
MYR,2024-10-21 02:56,20.00,6.00,6.90
MYR,2024-10-21 03:56,30.00,4.00,4.60
MYR,2024-10-21 04:56,360.00,5.00,5.75
MYR,2024-10-21 05:56,360.00,5.00,5.75
MYR,2024-10-21 06:56,350.00,6.00,6.90
MYR,2024-10-21 07:56,360.00,7.00,8.05
MYR,2024-10-21 08:56,360.00,6.00,6.90
MYR,2024-10-21 09:56,360.00,10.00,11.50
MYR,2024-10-21 10:56,10.00,12.00,13.80
MYR,2024-10-21 11:56,10.00,9.00,10.35
MYR,2024-10-21 12:56,40.00,8.00,9.20
MYR,2024-10-21 13:56,10.00,7.00,8.05
MYR,2024-10-21 14:56,30.00,5.00,5.75
MYR,2024-10-21 15:56,90.00,6.00,6.90
MYR,2024-10-21 16:56,100.00,6.00,6.90
MYR,2024-10-21 17:56,100.00,4.00,4.60
MYR,2024-10-21 18:56,null,3.00,3.45
MYR,2024-10-21 19:56,50.00,4.00,4.60
MYR,2024-10-21 20:56,50.00,4.00,4.60
MYR,2024-10-21 21:56,20.00,4.00,4.60
MYR,2024-10-21 22:56,360.00,4.00,4.60
MYR,2024-10-21 23:56,20.00,5.00,5.75
MYR,2024-10-22 00:56,20.00,4.00,4.60
MYR,2024-10-22 01:56,20.00,7.00,8.05
MYR,2024-10-22 02:56,20.00,7.00,8.05
MYR,2024-10-22 03:56,20.00,6.00,6.90
MYR,2024-10-22 04:56,360.00,6.00,6.90
MYR,2024-10-22 05:56,30.00,4.00,4.60
MYR,2024-10-22 06:56,10.00,6.00,6.90
MYR,2024-10-22 07:56,360.00,6.00,6.90
MYR,2024-10-22 08:56,10.00,6.00,6.90
MYR,2024-10-22 09:56,30.00,6.00,6.90
MYR,2024-10-22 10:56,30.00,6.00,6.90
MYR,2024-10-22 11:56,50.00,8.00,9.20
MYR,2024-10-22 12:56,40.00,9.00,10.35
MYR,2024-10-22 13:56,80.00,7.00,8.05
MYR,2024-10-22 14:56,null,6.00,6.90
MYR,2024-10-22 15:56,70.00,6.00,6.90
MYR,2024-10-22 16:56,90.00,7.00,8.05
MYR,2024-10-22 17:56,null,6.00,6.90
MYR,2024-10-22 18:56,null,3.00,3.45
MYR,2024-10-22 19:56,80.00,3.00,3.45
MYR,2024-10-22 20:56,0.00,0.00,0.00
MYR,2024-10-22 21:56,10.00,4.00,4.60
MYR,2024-10-22 22:56,360.00,3.00,3.45
MYR,2024-10-22 23:56,10.00,3.00,3.45
MYR,2024-10-23 00:56,350.00,3.00,3.45
MYR,2024-10-23 01:56,350.00,5.00,5.75
MYR,2024-10-23 02:56,360.00,4.00,4.60
MYR,2024-10-23 03:56,360.00,5.00,5.75
MYR,2024-10-23 04:56,350.00,4.00,4.60
MYR,2024-10-23 05:56,350.00,4.00,4.60
MYR,2024-10-23 06:56,340.00,4.00,4.60
MYR,2024-10-23 07:56,330.00,5.00,5.75
MYR,2024-10-23 08:56,340.00,4.00,4.60
MYR,2024-10-23 09:56,320.00,7.00,8.05
MYR,2024-10-23 10:56,10.00,7.00,8.05
MYR,2024-10-23 11:56,340.00,8.00,9.20
MYR,2024-10-23 12:56,360.00,8.00,9.20
MYR,2024-10-23 13:56,20.00,7.00,8.05
MYR,2024-10-23 14:56,null,4.00,4.60
MYR,2024-10-23 15:56,180.00,5.00,5.75
MYR,2024-10-23 16:56,170.00,6.00,6.90
MYR,2024-10-23 17:56,170.00,5.00,5.75
MYR,2024-10-23 18:56,0.00,0.00,0.00
MYR,2024-10-23 19:56,0.00,0.00,0.00
MYR,2024-10-23 20:56,0.00,0.00,0.00
MYR,2024-10-23 21:56,0.00,0.00,0.00
MYR,2024-10-23 22:56,0.00,0.00,0.00
MYR,2024-10-23 23:56,250.00,6.00,6.90
MYR,2024-10-24 00:56,260.00,5.00,5.75
MYR,2024-10-24 01:56,260.00,6.00,6.90
MYR,2024-10-24 02:56,270.00,4.00,4.60
MYR,2024-10-24 03:56,0.00,0.00,0.00
MYR,2024-10-24 04:56,290.00,3.00,3.45
MYR,2024-10-24 05:56,290.00,6.00,6.90
MYR,2024-10-24 06:56,300.00,7.00,8.05
MYR,2024-10-24 07:56,330.00,4.00,4.60
MYR,2024-10-24 08:56,320.00,8.00,9.20
MYR,2024-10-24 09:56,350.00,10.00,11.50
MYR,2024-10-24 10:56,350.00,11.00,12.65
MYR,2024-10-24 11:56,10.00,10.00,11.50
MYR,2024-10-24 12:56,20.00,10.00,11.50
MYR,2024-10-24 13:56,30.00,7.00,8.05
MYR,2024-10-24 14:56,280.00,3.00,3.45
MYR,2024-10-24 15:56,null,5.00,5.75
MYR,2024-10-24 16:56,130.00,4.00,4.60
MYR,2024-10-24 17:56,180.00,6.00,6.90
MYR,2024-10-24 18:56,180.00,3.00,3.45
MYR,2024-10-24 19:56,0.00,0.00,0.00
MYR,2024-10-24 20:56,0.00,0.00,0.00
MYR,2024-10-24 21:56,310.00,5.00,5.75
MYR,2024-10-24 22:56,330.00,4.00,4.60
MYR,2024-10-24 23:56,10.00,4.00,4.60
MYR,2024-10-25 00:56,20.00,5.00,5.75
MYR,2024-10-25 01:56,40.00,5.00,5.75
MYR,2024-10-25 02:56,null,5.00,5.75
MYR,2024-10-25 03:56,340.00,4.00,4.60
MYR,2024-10-25 04:56,340.00,3.00,3.45
MYR,2024-10-25 05:56,350.00,3.00,3.45
MYR,2024-10-25 06:56,320.00,4.00,4.60
MYR,2024-10-25 07:56,340.00,3.00,3.45
MYR,2024-10-25 08:56,0.00,0.00,0.00
MYR,2024-10-25 09:56,0.00,0.00,0.00
MYR,2024-10-25 10:56,null,4.00,4.60
MYR,2024-10-25 11:56,null,5.00,5.75
MYR,2024-10-25 12:56,null,6.00,6.90
MYR,2024-10-25 13:56,110.00,6.00,6.90
MYR,2024-10-25 14:56,110.00,6.00,6.90
MYR,2024-10-25 15:56,150.00,8.00,9.20
MYR,2024-10-25 16:56,140.00,7.00,8.05
MYR,2024-10-25 17:56,130.00,6.00,6.90
MYR,2024-10-25 18:56,140.00,3.00,3.45
MYR,2024-10-25 19:56,0.00,0.00,0.00
MYR,2024-10-25 20:56,0.00,0.00,0.00
MYR,2024-10-25 21:56,150.00,3.00,3.45
MYR,2024-10-25 22:56,180.00,3.00,3.45
MYR,2024-10-25 23:56,190.00,4.00,4.60
MYR,2024-10-26 00:56,0.00,0.00,0.00
MYR,2024-10-26 01:56,0.00,0.00,0.00
MYR,2024-10-26 02:56,0.00,0.00,0.00
MYR,2024-10-26 03:56,310.00,3.00,3.45
MYR,2024-10-26 04:56,0.00,0.00,0.00
MYR,2024-10-26 05:56,0.00,0.00,0.00
MYR,2024-10-26 06:56,0.00,0.00,0.00
MYR,2024-10-26 07:56,0.00,0.00,0.00
MYR,2024-10-26 08:56,270.00,7.00,8.05
MYR,2024-10-26 09:56,270.00,9.00,10.35
MYR,2024-10-26 10:56,250.00,6.00,6.90
MYR,2024-10-26 11:56,290.00,6.00,6.90
MYR,2024-10-26 12:56,300.00,8.00,9.20
MYR,2024-10-26 13:56,330.00,6.00,6.90
MYR,2024-10-26 14:56,300.00,6.00,6.90
MYR,2024-10-26 15:56,140.00,6.00,6.90
MYR,2024-10-26 16:56,150.00,5.00,5.75
MYR,2024-10-26 17:56,170.00,5.00,5.75
MYR,2024-10-26 18:56,170.00,4.00,4.60
MYR,2024-10-26 19:56,170.00,3.00,3.45
MYR,2024-10-26 20:56,0.00,0.00,0.00
MYR,2024-10-26 21:56,0.00,0.00,0.00
MYR,2024-10-26 22:56,0.00,0.00,0.00
MYR,2024-10-26 23:56,0.00,0.00,0.00
MYR,2024-10-27 00:56,320.00,5.00,5.75
MYR,2024-10-27 01:56,0.00,0.00,0.00
MYR,2024-10-27 02:56,20.00,8.00,9.20
MYR,2024-10-27 03:56,50.00,5.00,5.75
MYR,2024-10-27 04:56,50.00,5.00,5.75
MYR,2024-10-27 05:56,10.00,6.00,6.90
MYR,2024-10-27 06:43,30.00,5.00,5.75
MYR,2024-10-27 06:56,20.00,7.00,8.05
MYR,2024-10-27 07:56,20.00,7.00,8.05
MYR,2024-10-27 08:09,10.00,8.00,9.20
MYR,2024-10-27 08:35,30.00,8.00,9.20
MYR,2024-10-27 08:56,30.00,10.00,11.50
MYR,2024-10-27 09:24,20.00,10.00,11.50
MYR,2024-10-27 09:56,20.00,7.00,8.05
MYR,2024-10-27 10:56,10.00,9.00,10.35
MYR,2024-10-27 11:56,20.00,10.00,11.50
MYR,2024-10-27 12:56,20.00,8.00,9.20
MYR,2024-10-27 13:56,10.00,10.00,11.50
MYR,2024-10-27 14:56,10.00,11.00,12.65
MYR,2024-10-27 15:56,20.00,10.00,11.50
MYR,2024-10-27 16:56,360.00,13.00,14.95
MYR,2024-10-27 17:48,20.00,8.00,9.20
MYR,2024-10-27 17:56,20.00,9.00,10.35
MYR,2024-10-27 18:56,20.00,10.00,11.50
MYR,2024-10-27 19:56,20.00,7.00,8.05
MYR,2024-10-27 20:56,20.00,10.00,11.50
MYR,2024-10-27 21:56,10.00,8.00,9.20
MYR,2024-10-27 22:56,10.00,8.00,9.20
MYR,2024-10-27 23:13,360.00,6.00,6.90
MYR,2024-10-27 23:56,20.00,7.00,8.05
MYR,2024-10-28 00:29,360.00,7.00,8.05
MYR,2024-10-28 00:56,360.00,7.00,8.05
MYR,2024-10-28 01:29,360.00,7.00,8.05
MYR,2024-10-28 01:54,360.00,8.00,9.20
MYR,2024-10-28 01:56,360.00,9.00,10.35
MYR,2024-10-28 02:56,350.00,7.00,8.05
MYR,2024-10-28 03:10,10.00,7.00,8.05
MYR,2024-10-28 03:56,330.00,6.00,6.90
MYR,2024-10-28 04:56,350.00,6.00,6.90
MYR,2024-10-28 05:56,360.00,6.00,6.90
MYR,2024-10-28 06:56,10.00,8.00,9.20
MYR,2024-10-28 07:56,20.00,8.00,9.20
MYR,2024-10-28 08:56,10.00,9.00,10.35
MYR,2024-10-28 09:56,10.00,10.00,11.50
MYR,2024-10-28 10:56,10.00,7.00,8.05
MYR,2024-10-28 11:56,20.00,9.00,10.35
MYR,2024-10-28 12:56,40.00,5.00,5.75
MYR,2024-10-28 13:56,null,3.00,3.45
MYR,2024-10-28 14:56,100.00,8.00,9.20
MYR,2024-10-28 15:56,null,5.00,5.75
MYR,2024-10-28 16:56,80.00,7.00,8.05
MYR,2024-10-28 17:56,null,3.00,3.45
MYR,2024-10-28 18:56,40.00,4.00,4.60
MYR,2024-10-28 19:56,30.00,5.00,5.75
MYR,2024-10-28 20:56,30.00,4.00,4.60
MYR,2024-10-28 21:56,null,3.00,3.45
MYR,2024-10-28 22:56,60.00,6.00,6.90
MYR,2024-10-28 23:56,20.00,4.00,4.60
MYR,2024-10-29 00:56,20.00,5.00,5.75
MYR,2024-10-29 01:56,10.00,4.00,4.60
MYR,2024-10-29 02:56,20.00,6.00,6.90
MYR,2024-10-29 03:56,20.00,5.00,5.75
MYR,2024-10-29 04:56,10.00,6.00,6.90
MYR,2024-10-29 05:56,null,6.00,6.90
MYR,2024-10-29 06:56,20.00,4.00,4.60
MYR,2024-10-29 07:56,360.00,6.00,6.90
MYR,2024-10-29 08:56,10.00,4.00,4.60
MYR,2024-10-29 09:56,null,5.00,5.75
MYR,2024-10-29 10:56,null,6.00,6.90
MYR,2024-10-29 11:56,50.00,10.00,11.50
MYR,2024-10-29 12:51,60.00,5.00,5.75
MYR,2024-10-29 12:56,null,4.00,4.60
MYR,2024-10-29 13:32,50.00,6.00,6.90
MYR,2024-10-29 13:56,null,4.00,4.60
MYR,2024-10-29 14:21,null,3.00,3.45
MYR,2024-10-29 14:56,null,4.00,4.60
MYR,2024-10-29 15:10,0.00,0.00,0.00
MYR,2024-10-29 15:31,40.00,4.00,4.60
MYR,2024-10-29 15:56,60.00,4.00,4.60
MYR,2024-10-29 16:56,null,4.00,4.60
MYR,2024-10-29 17:56,50.00,4.00,4.60
MYR,2024-10-29 18:56,50.00,4.00,4.60
MYR,2024-10-29 19:56,30.00,3.00,3.45
MYR,2024-10-29 20:56,50.00,6.00,6.90
MYR,2024-10-29 21:56,null,3.00,3.45
MYR,2024-10-29 22:56,null,3.00,3.45
MYR,2024-10-29 23:56,null,3.00,3.45
MYR,2024-10-30 00:56,null,3.00,3.45
MYR,2024-10-30 01:56,null,3.00,3.45
MYR,2024-10-30 02:56,0.00,0.00,0.00
MYR,2024-10-30 03:56,340.00,4.00,4.60
MYR,2024-10-30 04:56,340.00,4.00,4.60
MYR,2024-10-30 05:56,0.00,0.00,0.00
MYR,2024-10-30 06:56,340.00,3.00,3.45
MYR,2024-10-30 07:56,350.00,3.00,3.45
MYR,2024-10-30 08:56,320.00,3.00,3.45
MYR,2024-10-30 09:56,0.00,0.00,0.00
MYR,2024-10-30 10:56,null,3.00,3.45
MYR,2024-10-30 11:56,130.00,5.00,5.75
MYR,2024-10-30 12:56,140.00,6.00,6.90
MYR,2024-10-30 13:56,90.00,6.00,6.90
MYR,2024-10-30 14:56,110.00,5.00,5.75
MYR,2024-10-30 15:56,80.00,4.00,4.60
MYR,2024-10-30 16:56,90.00,5.00,5.75
MYR,2024-10-30 17:56,80.00,3.00,3.45
MYR,2024-10-30 18:56,90.00,4.00,4.60
MYR,2024-10-30 19:56,0.00,0.00,0.00
MYR,2024-10-30 20:56,0.00,0.00,0.00
MYR,2024-10-30 21:56,0.00,0.00,0.00
MYR,2024-10-30 22:56,350.00,3.00,3.45
MYR,2024-10-30 23:56,0.00,0.00,0.00
MYR,2024-10-31 00:56,0.00,0.00,0.00
MYR,2024-10-31 01:56,0.00,0.00,0.00
MYR,2024-10-31 02:56,0.00,0.00,0.00
MYR,2024-10-31 03:56,0.00,0.00,0.00
MYR,2024-10-31 04:56,340.00,4.00,4.60
MYR,2024-10-31 05:56,340.00,3.00,3.45
MYR,2024-10-31 06:56,340.00,5.00,5.75
MYR,2024-10-31 07:56,310.00,3.00,3.45
MYR,2024-10-31 08:56,340.00,3.00,3.45
MYR,2024-10-31 09:56,0.00,0.00,0.00
MYR,2024-10-31 10:56,80.00,4.00,4.60
MYR,2024-10-31 11:56,120.00,5.00,5.75
MYR,2024-10-31 12:56,130.00,5.00,5.75
MYR,2024-10-31 13:56,120.00,6.00,6.90
MYR,2024-10-31 14:56,140.00,6.00,6.90
MYR,2024-10-31 15:56,140.00,6.00,6.90
MYR,2024-10-31 16:56,160.00,5.00,5.75
MYR,2024-10-31 17:56,130.00,4.00,4.60
MYR,2024-10-31 18:56,150.00,6.00,6.90
MYR,2024-10-31 19:56,160.00,5.00,5.75
MYR,2024-10-31 20:56,160.00,4.00,4.60
MYR,2024-10-31 21:56,150.00,3.00,3.45
MYR,2024-10-31 22:56,150.00,6.00,6.90
MYR,2024-10-31 23:56,160.00,8.00,9.20
MYR,2024-11-01 00:56,190.00,6.00,6.90
MYR,2024-11-01 01:56,200.00,4.00,4.60
MYR,2024-11-01 02:56,0.00,0.00,0.00
MYR,2024-11-01 03:56,0.00,0.00,0.00
MYR,2024-11-01 04:56,350.00,3.00,3.45
MYR,2024-11-01 05:56,0.00,0.00,0.00
MYR,2024-11-01 06:56,140.00,3.00,3.45
MYR,2024-11-01 07:56,0.00,0.00,0.00
MYR,2024-11-01 08:56,0.00,0.00,0.00
MYR,2024-11-01 09:56,240.00,4.00,4.60
MYR,2024-11-01 10:56,180.00,6.00,6.90
MYR,2024-11-01 11:56,null,null,null
MYR,2024-11-01 12:56,170.00,9.00,10.35
MYR,2024-11-01 13:56,170.00,8.00,9.20
MYR,2024-11-01 14:56,160.00,8.00,9.20
MYR,2024-11-01 15:56,170.00,7.00,8.05
MYR,2024-11-01 16:56,160.00,8.00,9.20
MYR,2024-11-01 17:56,150.00,6.00,6.90
MYR,2024-11-01 18:56,150.00,5.00,5.75
MYR,2024-11-01 19:56,160.00,4.00,4.60
MYR,2024-11-01 20:56,180.00,3.00,3.45
MYR,2024-11-01 21:56,150.00,3.00,3.45
MYR,2024-11-01 22:56,0.00,0.00,0.00
MYR,2024-11-01 23:56,0.00,0.00,0.00
MYR,2024-11-02 00:56,0.00,0.00,0.00
MYR,2024-11-02 01:56,0.00,0.00,0.00
MYR,2024-11-02 02:56,0.00,0.00,0.00
MYR,2024-11-02 03:56,340.00,3.00,3.45
MYR,2024-11-02 04:56,330.00,4.00,4.60
MYR,2024-11-02 05:56,0.00,0.00,0.00
MYR,2024-11-02 06:47,340.00,3.00,3.45
MYR,2024-11-02 06:56,0.00,0.00,0.00
MYR,2024-11-02 07:56,330.00,4.00,4.60
MYR,2024-11-02 08:56,340.00,4.00,4.60
MYR,2024-11-02 09:56,340.00,6.00,6.90
MYR,2024-11-02 10:56,0.00,0.00,0.00
MYR,2024-11-02 11:56,120.00,6.00,6.90
MYR,2024-11-02 12:56,100.00,5.00,5.75
MYR,2024-11-02 13:56,120.00,6.00,6.90
MYR,2024-11-02 14:56,140.00,5.00,5.75
MYR,2024-11-02 15:56,130.00,8.00,9.20
MYR,2024-11-02 16:52,100.00,10.00,11.50
MYR,2024-11-02 16:56,100.00,7.00,8.05
MYR,2024-11-02 17:09,90.00,8.00,9.20
MYR,2024-11-02 17:51,80.00,12.00,13.80
MYR,2024-11-02 17:56,80.00,9.00,10.35
MYR,2024-11-02 18:56,80.00,10.00,11.50
MYR,2024-11-02 19:56,null,5.00,5.75
MYR,2024-11-02 20:56,80.00,8.00,9.20
MYR,2024-11-02 21:31,null,6.00,6.90
MYR,2024-11-02 21:56,null,6.00,6.90
MYR,2024-11-02 22:17,60.00,7.00,8.05
MYR,2024-11-02 22:56,0.00,0.00,0.00
MYR,2024-11-02 23:09,null,4.00,4.60
MYR,2024-11-02 23:56,20.00,4.00,4.60
MYR,2024-11-03 00:08,30.00,4.00,4.60
MYR,2024-11-03 00:56,20.00,7.00,8.05
MYR,2024-11-03 01:56,20.00,6.00,6.90
MYR,2024-11-03 01:56,360.00,6.00,6.90
MYR,2024-11-03 02:56,30.00,5.00,5.75
MYR,2024-11-03 03:56,10.00,8.00,9.20
MYR,2024-11-03 04:56,30.00,6.00,6.90
MYR,2024-11-03 05:56,20.00,7.00,8.05
MYR,2024-11-03 06:56,30.00,5.00,5.75
MYR,2024-11-03 07:56,10.00,7.00,8.05
MYR,2024-11-03 08:56,30.00,8.00,9.20
MYR,2024-11-03 09:56,10.00,10.00,11.50
MYR,2024-11-03 10:56,10.00,11.00,12.65
MYR,2024-11-03 11:56,20.00,7.00,8.05
MYR,2024-11-03 12:56,20.00,7.00,8.05
MYR,2024-11-03 13:56,60.00,6.00,6.90
MYR,2024-11-03 14:56,20.00,8.00,9.20
MYR,2024-11-03 15:56,20.00,7.00,8.05
MYR,2024-11-03 16:56,10.00,9.00,10.35
MYR,2024-11-03 17:56,20.00,7.00,8.05
MYR,2024-11-03 18:56,40.00,7.00,8.05
MYR,2024-11-03 19:56,50.00,9.00,10.35
MYR,2024-11-03 20:56,50.00,7.00,8.05
MYR,2024-11-03 21:56,30.00,7.00,8.05
MYR,2024-11-03 22:56,30.00,7.00,8.05
MYR,2024-11-03 23:56,20.00,5.00,5.75
MYR,2024-11-04 00:56,20.00,7.00,8.05
MYR,2024-11-04 01:56,20.00,7.00,8.05
MYR,2024-11-04 02:56,10.00,7.00,8.05
MYR,2024-11-04 03:34,20.00,6.00,6.90
MYR,2024-11-04 03:56,20.00,8.00,9.20
MYR,2024-11-04 04:56,10.00,5.00,5.75
MYR,2024-11-04 05:56,10.00,7.00,8.05
MYR,2024-11-04 06:42,10.00,7.00,8.05
MYR,2024-11-04 06:56,360.00,6.00,6.90
MYR,2024-11-04 07:56,360.00,9.00,10.35
MYR,2024-11-04 08:56,350.00,8.00,9.20
MYR,2024-11-04 09:16,20.00,7.00,8.05
MYR,2024-11-04 09:56,10.00,8.00,9.20
MYR,2024-11-04 10:56,null,4.00,4.60
MYR,2024-11-04 11:56,70.00,11.00,12.65
MYR,2024-11-04 12:56,50.00,9.00,10.35
MYR,2024-11-04 13:56,70.00,8.00,9.20
MYR,2024-11-04 14:56,50.00,9.00,10.35
MYR,2024-11-04 15:56,null,6.00,6.90
MYR,2024-11-04 16:56,70.00,7.00,8.05
MYR,2024-11-04 17:56,null,6.00,6.90
MYR,2024-11-04 18:56,50.00,7.00,8.05
MYR,2024-11-04 19:56,50.00,7.00,8.05
MYR,2024-11-04 20:56,60.00,8.00,9.20
